video,session,Troupe,Day,Block,worm_regions,n_CSon_frames,n_CSoff_frames,KL,KL_per_feature,Areas_KL,Area_percentages_KL,Perimeters_KL,Area_perimeter_ratios_KL,Circularities_KL,Hull_areas_KL,Centroidxs_KL,Centroidys_KL,Angles_KL,Concavities_KL,PC1_KL,PC2_KL
2025_10_15_10_20_58_trial_1_TC_regions_922_245_1201_1178_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,0.9926921286303485,"[0.04596968 0.04248314 0.01662444 0.03619258 0.11289268 0.00994642
 0.40506389 0.00577342 0.09158405 0.00235799 0.01847111 0.20533273]",0.04596967948739339,0.04248314071204862,0.016624436997243253,0.0361925815084575,0.11289268448760081,0.009946416380070433,0.4050638930371604,0.00577342273483028,0.0915840480886082,0.0023579879747006594,0.01847110819075415,0.2053327290314808
2025_10_15_10_20_58_trial_1_TC_regions_233_226_454_1165_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,3.480843450131248,"[0.19453166 0.14442855 0.2735475  0.26432739 0.07315054 0.35489784
 0.17396707 1.79138932 0.01968146 0.13775127 0.03046085 0.02270999]",0.19453166126748211,0.14442855416328415,0.2735475027369898,0.26432738597354055,0.07315054370639351,0.3548978367236486,0.1739670702078483,1.7913893241502783,0.01968145657711684,0.13775127461411818,0.030460852841481145,0.022709987169066137
2025_10_15_10_20_58_trial_1_TC_regions_1172_256_1425_1168_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,3.5852034776952117,"[0.69860019 0.80956117 0.44332931 0.0614773  0.90083868 0.04364117
 0.31748019 0.00175535 0.01100252 0.04494707 0.20504788 0.04752263]",0.6986001934241115,0.8095611716894302,0.4433293128344762,0.06147730164069043,0.9008386812379401,0.0436411749749559,0.31748019271514616,0.0017553526361540062,0.01100251915923045,0.044947068197058404,0.2050478778379088,0.04752263134811019
2025_10_15_10_20_58_trial_1_TC_regions_1433_258_1664_1189_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,0.43840238254876895,"[0.05924083 0.0578066  0.00803767 0.05607335 0.00057984 0.01611839
 0.13583258 0.05454886 0.04371284 0.00271249 0.00137997 0.00235896]",0.05924083060017149,0.05780660203149046,0.008037667526165526,0.0560733491988572,0.0005798422636269507,0.016118385634130372,0.1358325805649362,0.054548861389216996,0.04371284116542007,0.0027124879894740994,0.0013799743766084172,0.0023589598086711794
2025_10_15_10_20_58_trial_1_TC_regions_464_242_698_1168_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,1.449716628520667,"[1.61939184e-01 1.96272177e-01 1.83828903e-01 2.25509341e-02
 1.11741697e-01 2.92981752e-01 2.98240768e-01 1.01436112e-01
 1.58134345e-05 3.21136046e-03 6.35715332e-02 1.39263935e-02]",0.16193918384923178,0.1962721774411781,0.18382890281205455,0.022550934086000174,0.11174169651865351,0.2929817523605609,0.298240768460326,0.10143611231642469,1.5813434452338626e-05,0.0032113604578006827,0.06357153324114417,0.013926393542840199
2025_10_15_10_20_58_trial_1_TC_regions_712_248_930_1170_FINAL_Feature_vector.npy,2025_10_15_10_20_58_trial_1_TC,,,,unknown,822,959,4.859052053483985,"[2.42459350e-01 2.91500032e-01 6.87507557e-01 5.16116147e-01
 9.50839751e-01 9.04273694e-01 2.22414725e-02 4.95204324e-01
 1.39584728e-01 5.85188953e-01 2.34605068e-02 6.75539083e-04]",0.24245934955773762,0.29150003230291643,0.6875075573723834,0.5161161467425326,0.9508397508280237,0.9042736937924971,0.022241472512079752,0.4952043242084805,0.1395847277637905,0.5851889525648817,0.023460506755283994,0.0006755390833775854
